Query,Label
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Hai dei disegni per una bedroom?,search
Dove si trova il vostro showroom a Cogorno?,showroom
Che tempo fa a Roma?,unsupported
Posso visitare lo showroom il mercoledì?,showroom
Hai dei disegni per una bathroom?,search
Raccontami una barzelletta.,unsupported
Posso visitare lo showroom il domenica?,showroom
Hai dei disegni per una kitchen?,search
What's your favorite animal?,unsupported
Posso visitare lo showroom il sabato?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you tell me the price of the minimalist layout?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Cerco un disegno per una living room in stile vintage.,search
Hai dei disegni per una garden?,search
I'd like a Scandinavian garden design.,search
Cerco un disegno per una bedroom in stile Scandinavian.,search
Mostrami un progetto per una library.,search
Hai dei disegni per una bathroom?,search
Posso visitare lo showroom il lunedì?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
Tell me something interesting.,unsupported
Quali sono gli orari di apertura a Milano?,showroom
How much does the garden design cost?,follow_up_cost
Where is your store in Sestri Levante?,showroom
Quanto costa il progetto per la bathroom?,follow_up_cost
È costoso quel disegno con bathtub?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Hai dei disegni per una bedroom?,search
Quali sono gli orari di apertura a Milano?,showroom
Quanto costa il progetto per la garden?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Posso visitare lo showroom il domenica?,showroom
Do aliens exist?,unsupported
Che tempo fa a Roma?,unsupported
Can you do math?,unsupported
Where is your store in Milano?,showroom
Where is your store in Roma?,showroom
Can you do math?,unsupported
Where is your store in Sestri Levante?,showroom
Posso visitare lo showroom il venerdì?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
Sai cucinare?,unsupported
Che tempo fa a Roma?,unsupported
I'd like a rustic garden design.,search
Can you show me a bedroom layout?,search
Mi racconti una storia divertente?,unsupported
What's your favorite pizza topping?,unsupported
Qual è il tuo sport preferito?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quali sono gli orari di apertura a Cogorno?,showroom
Can you do math?,unsupported
Quali sono gli orari di apertura a Roma?,showroom
Hai dei disegni per una bedroom?,search
È costoso quel disegno con tiles?,follow_up_cost
Sai cucinare?,unsupported
Can you tell me the price of the modern layout?,follow_up_cost
Hai dei disegni per una living room?,search
Cerco un disegno per una living room in stile Scandinavian.,search
Che tempo fa a Roma?,unsupported
Hai dei disegni per una bathroom?,search
Quanto costa il progetto per la living room?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Mostrami un progetto per una kitchen.,search
Qual è il tuo sport preferito?,unsupported
Cerco un disegno per una garden in stile modern.,search
Can you tell me the price of the minimalist layout?,follow_up_cost
Mostrami un progetto per una bathroom.,search
Dove si trova il vostro showroom a Roma?,showroom
Mostrami un progetto per una kitchen.,search
Can you show me a library layout?,search
Tell me something interesting.,unsupported
Can you show me a kitchen layout?,search
Hai dei disegni per una living room?,search
Dove si trova il vostro showroom a Sestri Levante?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Can you show me a living room layout?,search
Tell me something interesting.,unsupported
Quanto costa il progetto per la library?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you tell me the price of the vintage layout?,follow_up_cost
Quali sono gli orari di apertura a Milano?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
Can you show me a bedroom layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la kitchen?,follow_up_cost
Raccontami una barzelletta.,unsupported
What's your favorite animal?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Quali sono gli orari di apertura a Cogorno?,showroom
Can you show me a bedroom layout?,search
Cerco un disegno per una garden in stile vintage.,search
I'd like a modern garden design.,search
Can you tell me the price of the vintage layout?,follow_up_cost
What's your favorite pizza topping?,unsupported
Quanto costa il progetto per la kitchen?,follow_up_cost
Quanto costa il progetto per la bedroom?,follow_up_cost
I'd like a rustic garden design.,search
Mostrami un progetto per una living room.,search
How much does the bedroom design cost?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
Quanto costa il progetto per la bathroom?,follow_up_cost
Mostrami un progetto per una library.,search
How much does the bathroom design cost?,follow_up_cost
Where is your store in Cogorno?,showroom
Dove si trova il vostro showroom a Cogorno?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
I'd like a minimalist kitchen design.,search
Can you tell me the price of the classic layout?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Do aliens exist?,unsupported
I'd like a modern garden design.,search
Hai dei disegni per una library?,search
Dove si trova il vostro showroom a Milano?,showroom
Hai dei disegni per una library?,search
How much does the living room design cost?,follow_up_cost
Can you tell me the price of the minimalist layout?,follow_up_cost
Do aliens exist?,unsupported
Cerco un disegno per una bathroom in stile Scandinavian.,search
Dove si trova il vostro showroom a Roma?,showroom
How much does the garden design cost?,follow_up_cost
Che tempo fa a Roma?,unsupported
Posso visitare lo showroom il domenica?,showroom
Can you show me a library layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you show me a garden layout?,search
Can you show me a bedroom layout?,search
Dove si trova il vostro showroom a Sestri Levante?,showroom
How much does the bathroom design cost?,follow_up_cost
Mostrami un progetto per una garden.,search
Hai dei disegni per una garden?,search
I'd like a modern bedroom design.,search
Hai dei disegni per una bathroom?,search
È costoso quel disegno con bathtub?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Sai cucinare?,unsupported
I'd like a minimalist bathroom design.,search
Dove si trova il vostro showroom a Roma?,showroom
Posso visitare lo showroom il sabato?,showroom
Qual è il tuo sport preferito?,unsupported
Raccontami una barzelletta.,unsupported
Hai dei disegni per una bedroom?,search
Posso visitare lo showroom il venerdì?,showroom
Do aliens exist?,unsupported
Raccontami una barzelletta.,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
I'd like a minimalist library design.,search
How much does the library design cost?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Hai dei disegni per una library?,search
Posso visitare lo showroom il domenica?,showroom
How much does the bathroom design cost?,follow_up_cost
Raccontami una barzelletta.,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
Can you tell me the price of the modern layout?,follow_up_cost
Mostrami un progetto per una library.,search
Do aliens exist?,unsupported
Tell me something interesting.,unsupported
Where is your store in Cogorno?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
È costoso quel disegno con mirror?,follow_up_cost
How much does the library design cost?,follow_up_cost
Is the showroom in Roma open today?,showroom
What's your favorite animal?,unsupported
How much does the kitchen design cost?,follow_up_cost
Where is your store in Cogorno?,showroom
I'd like a vintage library design.,search
Is the showroom in Milano open today?,showroom
Quali sono gli orari di apertura a Sestri Levante?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
Posso visitare lo showroom il mercoledì?,showroom
Where is your store in Napoli?,showroom
Can you tell me the price of the rustic layout?,follow_up_cost
Cerco un disegno per una living room in stile Scandinavian.,search
How much does the garden design cost?,follow_up_cost
Quanto costa il progetto per la garden?,follow_up_cost
Quali sono gli orari di apertura a Roma?,showroom
Can you do math?,unsupported
Tell me something interesting.,unsupported
I'd like a modern kitchen design.,search
È costoso quel disegno con mirror?,follow_up_cost
Do aliens exist?,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Can you show me a living room layout?,search
È costoso quel disegno con bathtub?,follow_up_cost
I'd like a Scandinavian kitchen design.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quali sono gli orari di apertura a Roma?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Quanto costa il progetto per la living room?,follow_up_cost
Raccontami una barzelletta.,unsupported
Qual è il tuo sport preferito?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
How much does the living room design cost?,follow_up_cost
Raccontami una barzelletta.,unsupported
I'd like a classic garden design.,search
Dove si trova il vostro showroom a Cogorno?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
Is the showroom in Sestri Levante open today?,showroom
Tell me something interesting.,unsupported
Posso visitare lo showroom il domenica?,showroom
Mostrami un progetto per una garden.,search
I'd like a rustic bathroom design.,search
Mi racconti una storia divertente?,unsupported
Che tempo fa a Roma?,unsupported
What's your favorite animal?,unsupported
How much does the garden design cost?,follow_up_cost
Cerco un disegno per una bathroom in stile modern.,search
I'd like a rustic bathroom design.,search
Can you tell me the price of the vintage layout?,follow_up_cost
Mostrami un progetto per una kitchen.,search
Che tempo fa a Roma?,unsupported
Can you do math?,unsupported
How much does the living room design cost?,follow_up_cost
Is the showroom in Sestri Levante open today?,showroom
Mi racconti una storia divertente?,unsupported
I'd like a Scandinavian garden design.,search
Tell me something interesting.,unsupported
Che tempo fa a Roma?,unsupported
Hai dei disegni per una bathroom?,search
Hai dei disegni per una bedroom?,search
Can you do math?,unsupported
What's your favorite pizza topping?,unsupported
Can you tell me the price of the vintage layout?,follow_up_cost
I'd like a classic living room design.,search
Dove si trova il vostro showroom a Roma?,showroom
Mostrami un progetto per una living room.,search
Raccontami una barzelletta.,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quali sono gli orari di apertura a Milano?,showroom
Tell me something interesting.,unsupported
Where is your store in Sestri Levante?,showroom
How much does the kitchen design cost?,follow_up_cost
Quanto costa il progetto per la library?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Cerco un disegno per una library in stile classic.,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Cogorno open today?,showroom
Cerco un disegno per una library in stile vintage.,search
How much does the living room design cost?,follow_up_cost
Can you show me a kitchen layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Hai dei disegni per una library?,search
How much does the living room design cost?,follow_up_cost
Dove si trova il vostro showroom a Sestri Levante?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una living room.,search
Hai dei disegni per una bathroom?,search
Quali sono gli orari di apertura a Cogorno?,showroom
Mostrami un progetto per una bathroom.,search
Do aliens exist?,unsupported
Dove si trova il vostro showroom a Cogorno?,showroom
What's your favorite pizza topping?,unsupported
Cerco un disegno per una kitchen in stile Scandinavian.,search
Quanto costa il progetto per la living room?,follow_up_cost
I'd like a minimalist bedroom design.,search
Can you tell me the price of the classic layout?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Where is your store in Roma?,showroom
Qual è il tuo sport preferito?,unsupported
Hai dei disegni per una kitchen?,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Quanto costa il progetto per la living room?,follow_up_cost
Quanto costa il progetto per la bedroom?,follow_up_cost
Posso visitare lo showroom il domenica?,showroom
Can you do math?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Is the showroom in Milano open today?,showroom
Where is your store in Cogorno?,showroom
Hai dei disegni per una garden?,search
Che tempo fa a Roma?,unsupported
Cerco un disegno per una garden in stile rustic.,search
What's your favorite animal?,unsupported
Posso visitare lo showroom il venerdì?,showroom
Mi racconti una storia divertente?,unsupported
Che tempo fa a Roma?,unsupported
Where is your store in Cogorno?,showroom
Mostrami un progetto per una library.,search
Do aliens exist?,unsupported
Posso visitare lo showroom il domenica?,showroom
Quanto costa il progetto per la bathroom?,follow_up_cost
Cerco un disegno per una library in stile minimalist.,search
È costoso quel disegno con tiles?,follow_up_cost
Sai cucinare?,unsupported
I'd like a minimalist bedroom design.,search
È costoso quel disegno con open shelves?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Che tempo fa a Roma?,unsupported
Quali sono gli orari di apertura a Roma?,showroom
Can you tell me the price of the classic layout?,follow_up_cost
Is the showroom in Milano open today?,showroom
Sai cucinare?,unsupported
Can you show me a kitchen layout?,search
Cerco un disegno per una bedroom in stile Scandinavian.,search
Quali sono gli orari di apertura a Napoli?,showroom
Is the showroom in Sestri Levante open today?,showroom
Is the showroom in Napoli open today?,showroom
What's your favorite animal?,unsupported
Mi racconti una storia divertente?,unsupported
Raccontami una barzelletta.,unsupported
Hai dei disegni per una library?,search
Quali sono gli orari di apertura a Roma?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Where is your store in Roma?,showroom
Can you do math?,unsupported
Qual è il tuo sport preferito?,unsupported
What's your favorite animal?,unsupported
È costoso quel disegno con mirror?,follow_up_cost
Che tempo fa a Roma?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Hai dei disegni per una library?,search
Tell me something interesting.,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
Do aliens exist?,unsupported
What's your favorite pizza topping?,unsupported
Can you show me a living room layout?,search
Tell me something interesting.,unsupported
Is the showroom in Napoli open today?,showroom
Quanto costa il progetto per la library?,follow_up_cost
How much does the garden design cost?,follow_up_cost
Do aliens exist?,unsupported
Can you show me a garden layout?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Tell me something interesting.,unsupported
Raccontami una barzelletta.,unsupported
Is the showroom in Milano open today?,showroom
Can you do math?,unsupported
I'd like a minimalist bathroom design.,search
Can you show me a living room layout?,search
Where is your store in Roma?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
I'd like a modern kitchen design.,search
Posso visitare lo showroom il sabato?,showroom
Hai dei disegni per una library?,search
Can you do math?,unsupported
Can you show me a living room layout?,search
How much does the garden design cost?,follow_up_cost
Quanto costa il progetto per la library?,follow_up_cost
Cerco un disegno per una library in stile vintage.,search
Raccontami una barzelletta.,unsupported
I'd like a vintage garden design.,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you show me a bedroom layout?,search
Where is your store in Roma?,showroom
Where is your store in Sestri Levante?,showroom
How much does the library design cost?,follow_up_cost
I'd like a rustic kitchen design.,search
Sai cucinare?,unsupported
I'd like a vintage library design.,search
I'd like a modern library design.,search
I'd like a rustic kitchen design.,search
Mostrami un progetto per una living room.,search
Can you tell me the price of the vintage layout?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Can you tell me the price of the vintage layout?,follow_up_cost
Mi racconti una storia divertente?,unsupported
What's your favorite pizza topping?,unsupported
Cerco un disegno per una library in stile rustic.,search
I'd like a vintage bathroom design.,search
Hai dei disegni per una bedroom?,search
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the bathroom design cost?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Where is your store in Cogorno?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una living room.,search
What's your favorite animal?,unsupported
Qual è il tuo sport preferito?,unsupported
Hai dei disegni per una living room?,search
How much does the kitchen design cost?,follow_up_cost
Can you tell me the price of the classic layout?,follow_up_cost
Can you show me a bathroom layout?,search
Che tempo fa a Roma?,unsupported
Mostrami un progetto per una bedroom.,search
Is the showroom in Napoli open today?,showroom
I'd like a vintage bathroom design.,search
How much does the bathroom design cost?,follow_up_cost
Can you show me a library layout?,search
Dove si trova il vostro showroom a Sestri Levante?,showroom
Quanto costa il progetto per la bedroom?,follow_up_cost
How much does the bedroom design cost?,follow_up_cost
Where is your store in Cogorno?,showroom
È costoso quel disegno con tiles?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Posso visitare lo showroom il venerdì?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mostrami un progetto per una garden.,search
Cerco un disegno per una kitchen in stile minimalist.,search
Mostrami un progetto per una bedroom.,search
Cerco un disegno per una bathroom in stile classic.,search
Cerco un disegno per una library in stile rustic.,search
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Do aliens exist?,unsupported
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Dove si trova il vostro showroom a Cogorno?,showroom
Can you show me a living room layout?,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Sai cucinare?,unsupported
Raccontami una barzelletta.,unsupported
Posso visitare lo showroom il lunedì?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the bedroom design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Tell me something interesting.,unsupported
Sai cucinare?,unsupported
Where is your store in Roma?,showroom
Quali sono gli orari di apertura a Milano?,showroom
Can you show me a library layout?,search
Che tempo fa a Roma?,unsupported
Is the showroom in Roma open today?,showroom
Qual è il tuo sport preferito?,unsupported
Can you show me a bedroom layout?,search
I'd like a rustic garden design.,search
Do aliens exist?,unsupported
Tell me something interesting.,unsupported
Where is your store in Roma?,showroom
Where is your store in Sestri Levante?,showroom
Can you show me a library layout?,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
What's your favorite animal?,unsupported
Quali sono gli orari di apertura a Cogorno?,showroom
Sai cucinare?,unsupported
Mi racconti una storia divertente?,unsupported
Posso visitare lo showroom il sabato?,showroom
Sai cucinare?,unsupported
What's your favorite animal?,unsupported
Hai dei disegni per una library?,search
È costoso quel disegno con tiles?,follow_up_cost
Can you tell me the price of the classic layout?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Where is your store in Cogorno?,showroom
Is the showroom in Napoli open today?,showroom
Cerco un disegno per una living room in stile classic.,search
Mostrami un progetto per una library.,search
Qual è il tuo sport preferito?,unsupported
Raccontami una barzelletta.,unsupported
Where is your store in Milano?,showroom
Mostrami un progetto per una living room.,search
Quanto costa il progetto per la bedroom?,follow_up_cost
Cerco un disegno per una bedroom in stile minimalist.,search
Posso visitare lo showroom il domenica?,showroom
Can you show me a bedroom layout?,search
Che tempo fa a Roma?,unsupported
Mostrami un progetto per una living room.,search
Is the showroom in Napoli open today?,showroom
Raccontami una barzelletta.,unsupported
I'd like a Scandinavian bathroom design.,search
How much does the bedroom design cost?,follow_up_cost
How much does the library design cost?,follow_up_cost
Is the showroom in Roma open today?,showroom
Posso visitare lo showroom il domenica?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Cerco un disegno per una bedroom in stile rustic.,search
Tell me something interesting.,unsupported
I'd like a minimalist library design.,search
È costoso quel disegno con bathtub?,follow_up_cost
Dove si trova il vostro showroom a Milano?,showroom
Qual è il tuo sport preferito?,unsupported
Mostrami un progetto per una garden.,search
How much does the garden design cost?,follow_up_cost
Raccontami una barzelletta.,unsupported
Is the showroom in Napoli open today?,showroom
Tell me something interesting.,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Mostrami un progetto per una bathroom.,search
Mi racconti una storia divertente?,unsupported
Posso visitare lo showroom il mercoledì?,showroom
Can you do math?,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
Quali sono gli orari di apertura a Milano?,showroom
How much does the bathroom design cost?,follow_up_cost
Do aliens exist?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Sai cucinare?,unsupported
Do aliens exist?,unsupported
Is the showroom in Sestri Levante open today?,showroom
Quali sono gli orari di apertura a Sestri Levante?,showroom
Can you do math?,unsupported
Mostrami un progetto per una garden.,search
What's your favorite animal?,unsupported
Mi racconti una storia divertente?,unsupported
Hai dei disegni per una bedroom?,search
Can you tell me the price of the minimalist layout?,follow_up_cost
Quali sono gli orari di apertura a Cogorno?,showroom
Quanto costa il progetto per la bedroom?,follow_up_cost
Can you show me a bathroom layout?,search
Is the showroom in Cogorno open today?,showroom
Dove si trova il vostro showroom a Cogorno?,showroom
Can you show me a bathroom layout?,search
Is the showroom in Roma open today?,showroom
Can you tell me the price of the modern layout?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Is the showroom in Milano open today?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Is the showroom in Sestri Levante open today?,showroom
Dove si trova il vostro showroom a Cogorno?,showroom
Can you do math?,unsupported
Is the showroom in Roma open today?,showroom
Quanto costa il progetto per la bedroom?,follow_up_cost
Che tempo fa a Roma?,unsupported
I'd like a minimalist bathroom design.,search
Dove si trova il vostro showroom a Cogorno?,showroom
È costoso quel disegno con tiles?,follow_up_cost
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una library.,search
Quali sono gli orari di apertura a Roma?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Dove si trova il vostro showroom a Sestri Levante?,showroom
Dove si trova il vostro showroom a Roma?,showroom
Posso visitare lo showroom il venerdì?,showroom
Dove si trova il vostro showroom a Cogorno?,showroom
Do aliens exist?,unsupported
Quanto costa il progetto per la garden?,follow_up_cost
What's your favorite animal?,unsupported
How much does the library design cost?,follow_up_cost
Is the showroom in Napoli open today?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
What's your favorite animal?,unsupported
Can you tell me the price of the modern layout?,follow_up_cost
Cerco un disegno per una kitchen in stile minimalist.,search
Hai dei disegni per una bathroom?,search
Quanto costa il progetto per la living room?,follow_up_cost
Mostrami un progetto per una living room.,search
Quali sono gli orari di apertura a Napoli?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
Is the showroom in Cogorno open today?,showroom
Is the showroom in Milano open today?,showroom
Can you show me a kitchen layout?,search
Can you tell me the price of the classic layout?,follow_up_cost
Can you tell me the price of the modern layout?,follow_up_cost
How much does the library design cost?,follow_up_cost
Sai cucinare?,unsupported
Posso visitare lo showroom il domenica?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una bedroom.,search
Is the showroom in Milano open today?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Can you tell me the price of the minimalist layout?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Qual è il tuo sport preferito?,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Cerco un disegno per una library in stile Scandinavian.,search
Can you do math?,unsupported
Can you show me a library layout?,search
Is the showroom in Napoli open today?,showroom
What's your favorite pizza topping?,unsupported
Can you show me a kitchen layout?,search
Quanto costa il progetto per la library?,follow_up_cost
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Is the showroom in Milano open today?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
I'd like a vintage bathroom design.,search
How much does the library design cost?,follow_up_cost
Mostrami un progetto per una living room.,search
How much does the bedroom design cost?,follow_up_cost
How much does the living room design cost?,follow_up_cost
Posso visitare lo showroom il mercoledì?,showroom
How much does the bedroom design cost?,follow_up_cost
Do aliens exist?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Is the showroom in Napoli open today?,showroom
What's your favorite pizza topping?,unsupported
Raccontami una barzelletta.,unsupported
Che tempo fa a Roma?,unsupported
Qual è il tuo sport preferito?,unsupported
What's your favorite pizza topping?,unsupported
Can you do math?,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Do aliens exist?,unsupported
Is the showroom in Roma open today?,showroom
È costoso quel disegno con mirror?,follow_up_cost
I'd like a minimalist library design.,search
I'd like a vintage bathroom design.,search
Hai dei disegni per una library?,search
Che tempo fa a Roma?,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Where is your store in Roma?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
È costoso quel disegno con island?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
Can you show me a garden layout?,search
Posso visitare lo showroom il venerdì?,showroom
Cerco un disegno per una bedroom in stile rustic.,search
Can you show me a living room layout?,search
Sai cucinare?,unsupported
Mi racconti una storia divertente?,unsupported
Hai dei disegni per una library?,search
Is the showroom in Sestri Levante open today?,showroom
Can you tell me the price of the minimalist layout?,follow_up_cost
Sai cucinare?,unsupported
How much does the living room design cost?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Quanto costa il progetto per la bathroom?,follow_up_cost
Quanto costa il progetto per la kitchen?,follow_up_cost
Raccontami una barzelletta.,unsupported
Can you do math?,unsupported
I'd like a classic bedroom design.,search
Hai dei disegni per una bedroom?,search
Posso visitare lo showroom il lunedì?,showroom
Che tempo fa a Roma?,unsupported
Quali sono gli orari di apertura a Napoli?,showroom
How much does the living room design cost?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
What's your favorite pizza topping?,unsupported
Do aliens exist?,unsupported
Posso visitare lo showroom il mercoledì?,showroom
Quali sono gli orari di apertura a Roma?,showroom
Hai dei disegni per una garden?,search
Where is your store in Napoli?,showroom
Mostrami un progetto per una library.,search
Can you show me a living room layout?,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Do aliens exist?,unsupported
I'd like a modern kitchen design.,search
How much does the bedroom design cost?,follow_up_cost
Tell me something interesting.,unsupported
Where is your store in Sestri Levante?,showroom
Cerco un disegno per una library in stile classic.,search
Can you show me a bathroom layout?,search
Quali sono gli orari di apertura a Napoli?,showroom
Sai cucinare?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Cerco un disegno per una bathroom in stile Scandinavian.,search
Can you show me a living room layout?,search
Is the showroom in Milano open today?,showroom
What's your favorite pizza topping?,unsupported
I'd like a modern bathroom design.,search
Cerco un disegno per una kitchen in stile modern.,search
Che tempo fa a Roma?,unsupported
Hai dei disegni per una kitchen?,search
Qual è il tuo sport preferito?,unsupported
How much does the living room design cost?,follow_up_cost
Sai cucinare?,unsupported
Posso visitare lo showroom il domenica?,showroom
Can you show me a bathroom layout?,search
What's your favorite pizza topping?,unsupported
Mostrami un progetto per una library.,search
Quanto costa il progetto per la living room?,follow_up_cost
Do aliens exist?,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Tell me something interesting.,unsupported
Sai cucinare?,unsupported
Hai dei disegni per una bedroom?,search
How much does the library design cost?,follow_up_cost
Do aliens exist?,unsupported
Tell me something interesting.,unsupported
Raccontami una barzelletta.,unsupported
Is the showroom in Roma open today?,showroom
I'd like a rustic library design.,search
Che tempo fa a Roma?,unsupported
Posso visitare lo showroom il mercoledì?,showroom
Che tempo fa a Roma?,unsupported
How much does the garden design cost?,follow_up_cost
Quanto costa il progetto per la bathroom?,follow_up_cost
I'd like a rustic bedroom design.,search
I'd like a Scandinavian garden design.,search
Dove si trova il vostro showroom a Cogorno?,showroom
Can you show me a kitchen layout?,search
Sai cucinare?,unsupported
How much does the living room design cost?,follow_up_cost
Can you tell me the price of the rustic layout?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
Raccontami una barzelletta.,unsupported
Can you tell me the price of the vintage layout?,follow_up_cost
Where is your store in Cogorno?,showroom
Quali sono gli orari di apertura a Cogorno?,showroom
Mi racconti una storia divertente?,unsupported
Dove si trova il vostro showroom a Cogorno?,showroom
Where is your store in Cogorno?,showroom
Raccontami una barzelletta.,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Posso visitare lo showroom il lunedì?,showroom
Quanto costa il progetto per la garden?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Posso visitare lo showroom il domenica?,showroom
Quali sono gli orari di apertura a Sestri Levante?,showroom
Qual è il tuo sport preferito?,unsupported
È costoso quel disegno con open shelves?,follow_up_cost
How much does the garden design cost?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Is the showroom in Roma open today?,showroom
Raccontami una barzelletta.,unsupported
Mi racconti una storia divertente?,unsupported
È costoso quel disegno con tiles?,follow_up_cost
Posso visitare lo showroom il lunedì?,showroom
